CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
7768,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,21562,COURTNEY,NOTTAGE,10/27/2014
8732,01/01/2015,03/31/2015,02/12/2015,Alderman George Cardenas,$500.00,23623,David,Dring,04/09/2015
8728,01/01/2015,03/31/2015,02/12/2015,Alderman Margaret Laurino,$500.00,23623,David,Dring,04/09/2015
6609,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,19703,COURTNEY,NOTTAGE,07/16/2014
7230,07/01/2014,09/30/2014,08/08/2014,FRIENDS OF CARDENAS,$1500.00,19861,John,Doerrer,10/08/2014
8283,10/01/2014,12/31/2014,10/30/2014,Citizens for Brendan Reilly,$1000.00,21541,Gery,Chico,01/16/2015
8905,01/01/2015,03/31/2015,02/10/2015,Citizens for Alderman Tom Tunney,$500.00,22541,Terrance,Diamond,04/15/2015
9253,01/01/2015,03/31/2015,02/17/2015,Alderman Marge Laurino,$150.00,22785,Michael,Laube,04/20/2015
9322,01/01/2015,03/31/2015,02/19/2015,Jason Ervin,$250.00,22582,Jan,Starr,04/20/2015
9100,01/01/2015,03/31/2015,01/14/2015,Friends of Walter Burnett Jr.,$250.00,24344,Gery,Chico,04/17/2015
9098,01/01/2015,03/31/2015,02/18/2015,Friends ofCarrie Austin,$250.00,24344,Gery,Chico,04/17/2015
9118,01/01/2015,03/31/2015,01/05/2015,Friends of Mike Zalewski,$500.00,23083,Jeffrey,Glass,04/17/2015
9265,01/01/2015,03/31/2015,01/27/2015,Alderman Patrick J. O'Connor,$1000.00,24442,MICHAEL,KASPER,04/20/2015
9262,01/01/2015,03/31/2015,02/12/2015,Alderman Emma Mitts,$300.00,24442,MICHAEL,KASPER,04/20/2015
9261,01/01/2015,03/31/2015,02/12/2015,Alderman George A. Cardenas,$500.00,24442,MICHAEL,KASPER,04/20/2015
9260,01/01/2015,03/31/2015,02/12/2015,Alderman Michelle A. Harris,$500.00,24442,MICHAEL,KASPER,04/20/2015
9283,01/01/2015,03/31/2015,01/20/2015,Alderman Leslie Hairston,$300.00,24443,COURTNEY,NOTTAGE,04/20/2015
9273,01/01/2015,03/31/2015,01/20/2015,Alderman Jason Ervin,$500.00,24443,COURTNEY,NOTTAGE,04/20/2015
9293,01/01/2015,03/31/2015,01/20/2015,Alderman Leslie Hairston,$300.00,24444,David,Dring,04/20/2015
6764,04/01/2014,06/30/2014,06/18/2014,Pat Dowell,$150.00,18923,Elvin,Charity,07/22/2014
7269,07/01/2014,09/30/2014,07/16/2014,Alderman Tom Tunney,$500.00,20681,MICHAEL,KASPER,10/13/2014
7270,07/01/2014,09/30/2014,07/17/2014,Alderman Leslie Hairston,$300.00,20681,MICHAEL,KASPER,10/13/2014
9407,01/01/2015,03/31/2015,02/11/2015,Friends of Summer,$250.00,24521,Kate,Tragesser,04/24/2015
9403,01/01/2015,03/31/2015,02/11/2015,Citizens for Dan Solis,$150.00,24521,Kate,Tragesser,04/24/2015
7902,07/01/2014,09/30/2014,07/25/2014,Representative Edward Acevado,$150.00,21781,Kate,Tragesser,11/07/2014
7594,01/01/2014,03/31/2014,02/10/2014,Friends of Margaret Laurino,$250.00,21481,John,George,10/23/2014
7590,01/01/2014,03/31/2014,01/24/2014,Citizens for O'Connor,$100.00,21481,John,George,10/23/2014
7903,04/01/2014,06/30/2014,05/07/2014,Citizens for Alderman Austin,$100.00,21781,Kate,Tragesser,11/07/2014
7426,04/01/2014,06/30/2014,04/24/2014,Friends of Mike Zalewski,$500.00,21328,John,George,10/17/2014
7423,04/01/2014,06/30/2014,04/29/2014,Hopkins for Chicago,$500.00,21328,John,George,10/17/2014
7422,04/01/2014,06/30/2014,04/14/2014,Citizens for Carrie Austin,$500.00,21328,John,George,10/17/2014
7428,01/01/2014,03/31/2014,03/31/2014,Ald. Solis,$1000.00,21328,John,George,10/17/2014
7498,07/01/2014,09/30/2014,08/19/2014,Friends of Bob Fioretti,$150.00,17222,Daniel,Finkel,10/20/2014
7482,07/01/2014,09/30/2014,09/18/2014,Neighbors for Rey Colon,$1500.00,17276,Jason,Lunderman,10/20/2014
6762,01/01/2014,03/31/2014,03/31/2014,Friends of Alyx Pattison,$500.00,20162,Lawrence,Suffredin,07/22/2014
7515,07/01/2014,09/30/2014,09/10/2014,Citizens for Danny Solis,$500.00,21401,Rolando,Acosta,10/20/2014
6987,01/01/2014,03/31/2014,03/12/2014,Alderman Danny Solis,$500.00,20681,MICHAEL,KASPER,09/09/2014
6998,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,20682,COURTNEY,NOTTAGE,09/09/2014
7002,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,20682,COURTNEY,NOTTAGE,09/09/2014
7505,07/01/2014,09/30/2014,07/08/2014,Friends of JoAnn Thompson,$1500.00,19281,YaFawn,Smith,10/20/2014
7502,07/01/2014,09/30/2014,08/28/2014,Friends of George Cardenas,$1500.00,19281,YaFawn,Smith,10/20/2014
7504,07/01/2014,09/30/2014,09/25/2014,Committee to Elect Howard B. Brookins,$1500.00,19281,YaFawn,Smith,10/20/2014
8133,10/01/2014,12/31/2014,10/13/2014,Friends of Will Burns,$200.00,18724,John,Corrigan,01/07/2015
7527,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,21442,John,George,10/21/2014
7525,01/01/2014,03/31/2014,03/06/2014,Ald. Bob Fioretti,$500.00,21442,John,George,10/21/2014
7522,01/01/2014,03/31/2014,01/23/2014,Citizens to elect Deborah L Graham,$500.00,21442,John,George,10/21/2014
7521,01/01/2014,03/31/2014,03/31/2014,Ald. Solis,$1000.00,21442,John,George,10/21/2014
7535,04/01/2014,06/30/2014,04/24/2014,Friends of Mike Zalewski,$500.00,21442,John,George,10/21/2014
7533,04/01/2014,06/30/2014,04/29/2014,Hopkins for Chicago,$500.00,21442,John,George,10/21/2014
7532,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Organization,$250.00,21442,John,George,10/21/2014
8151,10/01/2014,12/31/2014,10/23/2014,Alderman Edward M. Burke,$1500.00,21643,David,Dring,01/12/2015
8148,10/01/2014,12/31/2014,10/23/2014,Alderman Patrick J. O'Connor,$500.00,21643,David,Dring,01/12/2015
8265,07/01/2014,09/30/2014,07/14/2014,Leslie Hairston,$150.00,22586,Graham,Grady,01/14/2015
8249,10/01/2014,12/31/2014,10/23/2014,Alderman Edward M. Burke,$1500.00,21641,MICHAEL,KASPER,01/13/2015
8325,10/01/2014,12/31/2014,11/30/2014,Friends of Tom Tunney,$100.00,21387,Daniel,Finkel,01/20/2015
8394,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,22983,John,George,01/26/2015
8407,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,22983,John,George,01/26/2015
8406,04/01/2014,06/30/2014,06/03/2014,Citizens for Joe Moore,$500.00,22983,John,George,01/26/2015
8412,07/01/2014,09/30/2014,08/06/2014,Citizens to Elect Deborah L,$500.00,22983,John,George,01/26/2015
8411,07/01/2014,09/30/2014,08/14/2014,Ald. Debra Silverman,$250.00,22983,John,George,01/26/2015
8426,10/01/2014,12/31/2014,12/31/2014,Alyx Pattison,$50.00,21331,Donna,Pugh,01/28/2015
8633,01/01/2015,03/31/2015,02/19/2015,Citizens for Joe Moore,$250.00,23921,G. A.,Finch,04/06/2015
6865,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,20249,COURTNEY,NOTTAGE,07/24/2014
7461,07/01/2014,09/30/2014,09/30/2014,Citizens for Danny Solis,$100.00,17476,Peter,Cassel,10/20/2014
7780,01/01/2014,03/31/2014,03/12/2014,Alderman Tim Cullerton,$250.00,21563,David,Dring,10/27/2014
7776,01/01/2014,03/31/2014,03/12/2014,11th Ward Democratic Party,$500.00,21563,David,Dring,10/27/2014
8748,01/01/2015,03/31/2015,01/27/2015,CITIZENS FOR AUSTIN,$1000.00,22378,John,Doerrer,04/10/2015
121,01/01/2012,06/30/2012,06/05/2012,Alderman Patrick O'Connor,$500.00,8061,David,Dring,08/08/2012
141,01/01/2012,06/30/2012,05/01/2012,Friends of Will Burns,$500.00,5961,Michael,Sutton,08/10/2012
185,01/01/2012,06/30/2012,02/23/2012,Citizens for Cappleman,$150.00,6039,Michael,Lufrano,08/14/2012
81,01/01/2012,06/30/2012,05/31/2012,Will Burns,$300.00,5975,Elvin,Charity,08/07/2012
103,01/01/2012,06/30/2012,04/06/2012,Burnham Committee,$1500.00,5796,Michael,Cassidy,08/07/2012
127,01/01/2012,06/30/2012,02/23/2012,Alderman Walter Burnett,$250.00,8081,John,Dunn,08/08/2012
136,01/01/2012,06/30/2012,03/01/2012,Ald Ed Burke,$500.00,8123,William,Filan,08/09/2012
284,01/01/2012,06/30/2012,03/14/2012,Friends to Elect Toni L. Foulkes,$1000.00,7063,Yafawn,Smith,08/22/2012
283,01/01/2012,06/30/2012,03/14/2012,25th Ward Democratic Organization,$1500.00,7063,Yafawn,Smith,08/22/2012
282,01/01/2012,06/30/2012,03/13/2012,Friends of Michelle Harris,$1000.00,7063,Yafawn,Smith,08/22/2012
421,01/01/2012,06/30/2012,02/21/2012,Ald. Jason Ervin,$100.00,8621,Joseph,Pilewski,08/28/2012
201,01/01/2012,06/30/2012,05/10/2012,Friends of Edward M. Burke,$250.00,5883,Jorge,Perez,08/14/2012
296,01/01/2012,06/30/2012,06/28/2012,Alderman Tim Cullerton,$250.00,7303,William,Smith,08/22/2012
301,01/01/2012,06/30/2012,05/01/2012,Citizens for Cappleman,$500.00,6063,Judith,Roettig,08/22/2012
242,01/01/2012,06/30/2012,03/22/2012,Friends of Alderman Burke,$250.00,5829,Jerrold,Wolf,08/21/2012
287,01/01/2012,06/30/2012,06/18/2012,Alderman Will Burns,$500.00,5788,John,Sterling,08/22/2012
381,01/01/2012,06/30/2012,06/21/2012,Friends of Proco Joe Moreno,$500.00,8581,John,"Kelly, Jr.",08/27/2012
681,01/01/2012,06/30/2012,05/10/2012,Will Burns for Alderman,$1000.00,9043,Thomas,Murphy,09/17/2012
701,01/01/2012,06/30/2012,01/11/2012,Citizens for Patrick J. O'Connor,$100.00,9062,Joseph,Gattuso,09/19/2012
520,01/01/2012,06/30/2012,04/04/2012,Citizens for Tunney,$150.00,5891,Elizabeth,Lively,08/29/2012
1063,07/01/2012,09/30/2012,09/13/2012,"Alderman Walter Burnett, Jr.",$300.00,9582,MICHAEL,KASPER,10/15/2012
1366,01/01/2012,06/30/2012,06/27/2012,Friends of Proco Joe Moreno,$500.00,9966,Joseph,Gattuso,11/14/2012
1365,01/01/2012,06/30/2012,05/09/2012,Friends of Leslie A Hairston,$150.00,9966,Joseph,Gattuso,11/14/2012
811,01/01/2012,06/30/2012,06/11/2012,33rd Ward Regular Democratic Organization,$1000.00,9353,John,"Kelly, Jr.",10/01/2012
827,01/01/2012,06/30/2012,02/23/2012,Citizens for Cappleman,$150.00,9382,Michael,Lufrano,10/03/2012
825,01/01/2012,06/30/2012,04/24/2012,Citizens for Tunney,$500.00,9382,Michael,Lufrano,10/03/2012
1046,01/01/2012,06/30/2012,06/05/2012,Alderman Tom Tunney,$250.00,9582,MICHAEL,KASPER,10/15/2012
1043,01/01/2012,06/30/2012,02/07/2012,Alderman Richard Mell,$300.00,9582,MICHAEL,KASPER,10/15/2012
1050,07/01/2012,09/30/2012,07/30/2012,Friends of Roderick T. Sawyer,$50.00,5891,Elizabeth,Lively,10/15/2012
1048,07/01/2012,09/30/2012,07/30/2012,Citizens for Patrick J. O'Connor,$125.00,5891,Elizabeth,Lively,10/15/2012
1086,07/01/2012,09/30/2012,08/21/2012,44th Ward Democratic Organization (Alderman Tom Tunney),$500.00,6922,Robert,Gamrath,10/17/2012
1085,07/01/2012,09/30/2012,06/18/2012,Citizens for Reilly (Alderman Brendan Reilly),$500.00,6922,Robert,Gamrath,10/17/2012
1245,07/01/2012,09/30/2012,10/01/2012,Friends of Nicholas Sposato,$100.00,7107,Jeff,Riley,10/30/2012
1147,01/01/2012,06/30/2012,02/07/2012,Alderman Richard Mell,$300.00,9704,MICHAEL,KASPER,10/19/2012
1145,01/01/2012,06/30/2012,06/05/2012,Alderman Tom Tunney,$250.00,9704,MICHAEL,KASPER,10/19/2012
1150,07/01/2012,09/30/2012,09/13/2012,"Alderman Walter Burnett, Jr.",$300.00,9704,MICHAEL,KASPER,10/19/2012
1320,01/01/2012,06/30/2012,05/30/2012,Friends of Will Burns,$500.00,9946,Yafawn,Smith,11/07/2012
1781,10/01/2012,12/31/2012,10/22/2012,none,$0.00,9765,Gabrielle,Brussel,01/14/2013
1513,01/01/2012,06/30/2012,06/05/2012,Alderman Patrick O'Connor,$500.00,10282,COURTNEY,NOTTAGE,12/21/2012
1463,01/01/2012,06/30/2012,06/21/2012,Friends of Proco Joe Moreno,$500.00,10121,John,"Kelly, Jr.",12/14/2012
1509,07/01/2012,09/30/2012,09/13/2012,Alderman Carrie Austin,$500.00,10281,MICHAEL,KASPER,12/21/2012
1722,10/01/2012,12/31/2012,10/23/2012,Citizens for Alderman Reilly,$1500.00,7759,Mary,Minaghan,01/10/2013
1921,01/01/2012,06/30/2012,06/14/2012,Friends of Will Burns,$75.00,11140,Charles,Bernardini,01/17/2013
1428,01/01/2012,06/30/2012,03/02/2012,Alderman Proco Joe Moreno,$250.00,10081,MICHAEL,KASPER,12/12/2012
1482,01/01/2012,06/30/2012,06/29/2012,Citizens for Alderman Reilly,$1000.00,10161,John,"Kelly, Jr.",12/17/2012
1809,10/01/2012,12/31/2012,12/18/2012,Citizens to Elect Lola Lane,$30.00,5891,Elizabeth,Lively,01/14/2013
2087,10/01/2012,12/31/2012,11/28/2012,Citizens for Pat Dowell,$500.00,8124,Stephen,Friedman,01/30/2013
2081,10/01/2012,12/31/2012,04/27/2012,Citizens for Patrick J. O'Connor,$100.00,8124,Stephen,Friedman,01/30/2013
2204,01/01/2012,06/30/2012,04/03/2012,23rd Ward Alderman Nichael Zalewski,$1500.00,11867,Joseph,DiDomizio,02/20/2013
2003,07/01/2012,09/30/2012,08/21/2012,James Cappelan Campaign Committee,$250.00,11462,Paul,Rosenfeld,01/28/2013
2197,01/01/2012,06/30/2012,03/01/2012,Ald Ed Burke,$500.00,11828,William,Filan,02/13/2013
1970,10/01/2012,12/31/2012,12/01/2012,None,$0.00,6090,Stacey,Ferris Kodak,01/22/2013
1988,10/01/2012,12/31/2012,10/09/2012,Citizens for Willie B Cochran,$750.00,9946,Yafawn,Smith,01/23/2013
2203,10/01/2012,12/31/2012,12/10/2012,Citizens for Reilly,$750.00,11865,William,Smith,02/20/2013
1953,10/01/2012,12/31/2012,12/13/2012,Friends of Carrie M. Austin,$500.00,6967,John,Corrigan,01/18/2013
2030,10/01/2012,12/31/2012,10/25/2012,Friends of Ray Suarez,$1500.00,6116,Michael,Paulos,01/28/2013
2029,10/01/2012,12/31/2012,10/17/2012,Citizens for Reilly,$1500.00,6116,Michael,Paulos,01/28/2013
2022,10/01/2012,12/31/2012,10/25/2012,Friends of Margaret Laurino,$1500.00,6116,Michael,Paulos,01/28/2013
2245,10/01/2012,12/31/2012,11/01/2012,Friends of Edward M. Burke,$1000.00,11934,Douglas,McFarlan,02/28/2013
2284,01/01/2013,03/31/2013,04/01/2013,Charlotte Knight-Marshall,$0.00,11642,Charlotte,Knight-Marshall,04/01/2013
2459,01/01/2013,03/31/2013,03/27/2013,"Friends of Walter Burnett, Jr.",$150.00,11022,Elizabeth,Lively,04/12/2013
2450,01/01/2013,03/31/2013,02/15/2013,Citizens for Tim Cullerton,$125.00,11022,Elizabeth,Lively,04/12/2013
2445,01/01/2013,03/31/2013,01/07/2013,Friends of Joe Proco Moreno,$150.00,11022,Elizabeth,Lively,04/12/2013
2554,01/01/2013,03/31/2013,02/25/2013,Citizens for Joe Moore,$1500.00,11090,Michael,Paulos,04/19/2013
2603,01/01/2013,03/31/2013,03/21/2013,Friends of Proco Joe Moreno,$500.00,11822,Rolando,Acosta,04/22/2013
2544,01/01/2013,03/31/2013,03/25/2013,FRIENDS OF MICHELLE HARRIS,$250.00,12773,William,Banks,04/18/2013
2617,01/01/2013,03/31/2013,02/21/2013,Alderman Jason Ervin,$300.00,12817,COURTNEY,NOTTAGE,04/22/2013
2555,01/01/2013,03/31/2013,01/15/2013,Ald. George Cardenas,$250.00,12302,John,Dunn,04/19/2013
2626,01/01/2013,03/31/2013,03/12/2013,Alderman Michelle A. Harris,$500.00,12818,David,Dring,04/22/2013
2557,01/01/2013,03/31/2013,02/21/2013,Alderman Brendan Reilly,$500.00,11511,COURTNEY,NOTTAGE,04/19/2013
2566,01/01/2013,03/31/2013,02/28/2013,Friends of Reilly,$1500.00,11085,Robert,Gamrath,04/19/2013
2521,01/01/2013,03/31/2013,01/28/2013,Jason Ervin,$250.00,11187,Paul,Williams,04/18/2013
2821,01/01/2013,03/31/2013,01/24/2013,Alderman Nicholas Sposato,$100.00,12967,Pat,Doerr,04/30/2013
3252,01/01/2013,03/31/2013,02/28/2013,Friends of Reilly,$1500.00,13861,Robert,Gamrath,07/01/2013
3465,04/01/2013,06/30/2013,06/07/2013,Alderman Patrick J. O'Connor,$500.00,12985,David,Dring,07/10/2013
3481,04/01/2013,06/30/2013,04/01/2013,None,$0.00,11372,Bernard,Parisot,07/11/2013
3487,04/01/2013,06/30/2013,04/05/2013,Citizens for Reilly,$1500.00,11022,Elizabeth,Lively,07/11/2013
2781,01/01/2013,03/31/2013,02/06/2013,Friends of Leslie A. Hairston,$150.00,12965,Graham,Grady,04/30/2013
2905,01/01/2013,03/31/2013,01/16/2013,Alderman George Cardenas,$500.00,13041,MICHAEL,KASPER,05/06/2013
3004,01/01/2013,03/31/2013,03/25/2013,FRIENDS OF MICHELLE HARRIS,$250.00,13302,William,Banks,05/21/2013
3302,04/01/2013,06/30/2013,04/22/2013,2nd Ward Democratic Organization Jazz  Showcase,$250.00,13361,Mara,Georges,07/03/2013
3301,04/01/2013,06/30/2013,04/01/2013,25th Ward Regular Democratic Organization,$1500.00,13361,Mara,Georges,07/03/2013
3304,04/01/2013,06/30/2013,05/28/2013,4th Ward Alderman Will Burns,$250.00,13361,Mara,Georges,07/03/2013
3510,01/01/2013,03/31/2013,02/14/2013,citizens for austin,$200.00,14125,William,Filan,07/11/2013
3081,01/01/2013,03/31/2013,02/08/2013,citizens for beal,$250.00,13562,William,Filan,06/06/2013
3364,04/01/2013,06/30/2013,03/14/2013,Citizens for Cappleman,$500.00,10504,Judith,Roettig,07/05/2013
2849,01/01/2013,03/31/2013,02/21/2013,Alderman Richard Mell,$300.00,12984,COURTNEY,NOTTAGE,05/01/2013
2963,01/01/2013,03/31/2013,02/08/2013,citizens for beal,$250.00,13242,William,Filan,05/16/2013
2962,01/01/2013,03/31/2013,02/14/2013,citizens for austin,$200.00,13242,William,Filan,05/16/2013
3223,04/01/2013,06/30/2013,06/14/2013,Pat Dowell,$500.00,10745,Elvin,Charity,06/28/2013
3338,04/01/2013,06/30/2013,04/22/2013,2nd Ward Democratic Organization Jazz  Showcase,$250.00,13947,Mara,Georges,07/03/2013
3336,04/01/2013,06/30/2013,06/20/2013,Citizens for Tunney,$300.00,13947,Mara,Georges,07/03/2013
3563,04/01/2013,06/30/2013,04/02/2013,Alderman D. Solis,$1500.00,11008,John,Vebber,07/15/2013
3593,04/01/2013,06/30/2013,06/07/2013,11th Ward Democratic Party,$500.00,13041,MICHAEL,KASPER,07/16/2013
3589,04/01/2013,06/30/2013,06/06/2013,Alderman Mike Zalewski,$500.00,13041,MICHAEL,KASPER,07/16/2013
3596,01/01/2013,03/31/2013,01/17/2013,Friends of George A. Cardenas,$250.00,14203,Scott,Ziomek,07/16/2013
3667,01/01/2013,03/31/2013,03/21/2013,Friends of Proco Joe Moreno,$250.00,14307,Jerome,Schain,07/18/2013
3762,04/01/2013,06/30/2013,05/01/2013,2nd Ward Democratic Organization,$500.00,11344,Arnold,Harris,07/19/2013
3910,04/01/2013,06/30/2013,05/27/2013,19th Ward Democratic Organization,$250.00,14445,John,George,07/29/2013
3585,04/01/2013,06/30/2013,06/07/2013,Alderman Patrick J. O'Connor,$500.00,12984,COURTNEY,NOTTAGE,07/16/2013
3718,04/01/2013,06/30/2013,06/07/2013,Alderman Walter Burnett,$500.00,14322,COURTNEY,NOTTAGE,07/19/2013
3842,04/01/2013,06/30/2013,06/25/2013,Senator Tom Cullerton,$100.00,14361,Kate,Tragesser,07/24/2013
3764,04/01/2013,06/30/2013,06/24/2013,John Pope,$1000.00,11304,Marcus,Nunes,07/19/2013
3710,01/01/2013,03/31/2013,02/21/2013,Alderman Jason Ervin,$300.00,14321,MICHAEL,KASPER,07/19/2013
3881,04/01/2013,06/30/2013,07/29/2013,N/A,$0.00,10494,Thomas,Chapman,07/29/2013
3621,04/01/2013,06/30/2013,04/17/2013,Citizens for O'Connor,$100.00,13785,Katriina,McGuire,07/17/2013
3809,04/01/2013,06/30/2013,06/25/2013,Citizens for Tunney,$500.00,11090,Michael,Paulos,07/22/2013
3900,04/01/2013,06/30/2013,04/01/2013,25th Ward Reg. Dem. Org.,$500.00,14444,Rolando,Acosta,07/29/2013
3898,04/01/2013,06/30/2013,05/14/2013,Citizens for Munoz,$250.00,14444,Rolando,Acosta,07/29/2013
4411,07/01/2013,09/30/2013,08/01/2013,Citizens for Patrick J. O'Connor,$125.00,11022,Elizabeth,Lively,10/15/2013
4409,07/01/2013,09/30/2013,07/19/2013,The Burnham Committee,$300.00,11022,Elizabeth,Lively,10/15/2013
4044,01/01/2013,03/31/2013,03/25/2013,FRIENDS TO ELECT TONI FAULKES,$250.00,14942,William,Banks,08/27/2013
4047,04/01/2013,06/30/2013,04/17/2013,Citizens for O'Connor,$100.00,14943,Katriina,McGuire,08/27/2013
4233,04/01/2013,06/30/2013,06/07/2013,Alderman Walter Burnett,$500.00,15305,MICHAEL,KASPER,09/24/2013
4231,04/01/2013,06/30/2013,06/07/2013,Alderman Joe Moore,$250.00,15305,MICHAEL,KASPER,09/24/2013
4242,01/01/2013,03/31/2013,01/16/2013,Alderman George Cardenas,$500.00,15305,MICHAEL,KASPER,09/24/2013
4250,01/01/2013,03/31/2013,01/16/2013,Alderman George Cardenas,$500.00,15306,COURTNEY,NOTTAGE,09/24/2013
4335,07/01/2013,09/30/2013,09/05/2013,Alderman Ricardo Munoz,$250.00,15306,COURTNEY,NOTTAGE,10/07/2013
4332,07/01/2013,09/30/2013,07/19/2013,The Burnham Committee Alderman Ed Burke,$500.00,15306,COURTNEY,NOTTAGE,10/07/2013
4287,04/01/2013,06/30/2013,05/01/2013,Walter Burnett,$150.00,15322,Bridget,O'Keefe,09/25/2013
4308,07/01/2013,09/30/2013,09/19/2013,Director Gerald Hollowell,$0.00,14981,Michele,Nelson,09/30/2013
4319,04/01/2013,06/30/2013,04/01/2013,25th Ward Regular Democratic Organization,$1500.00,15386,Mara,Georges,10/01/2013
4381,07/01/2013,09/30/2013,09/01/2013,Citizens for Sawyer,$250.00,11187,Paul,Williams,10/11/2013
4042,01/01/2013,03/31/2013,03/21/2013,Friends of Proco Joe Moreno,$250.00,14941,Jerome,Schain,08/27/2013
4146,01/01/2013,03/31/2013,02/21/2013,"Alderman Proco ""Joe"" Moreno",$300.00,15221,MICHAEL,KASPER,09/16/2013
4142,01/01/2013,03/31/2013,01/16/2013,Alderman George Cardenas,$500.00,15221,MICHAEL,KASPER,09/16/2013
4141,01/01/2013,03/31/2013,03/12/2013,Alderman Michelle Harris,$500.00,15221,MICHAEL,KASPER,09/16/2013
4162,04/01/2013,06/30/2013,06/07/2013,Alderman Walter Burnett,$500.00,15222,COURTNEY,NOTTAGE,09/16/2013
4181,01/01/2013,03/31/2013,02/21/2013,Alderman Proco Joe Moreno,$300.00,15223,David,Dring,09/16/2013
4373,07/01/2013,09/30/2013,08/16/2013,"Alderman Walter Burnett, Jr",$150.00,12766,Dean,Maragos,10/11/2013
4121,04/01/2013,06/30/2013,04/17/2013,Citizens for O'Connor,$100.00,15202,Katriina,McGuire,09/13/2013
4407,07/01/2013,09/30/2013,09/16/2013,Friedns of Carrie Austin,$500.00,13102,Terrance,Diamond,10/15/2013
4528,04/01/2013,06/30/2013,04/17/2013,Friends of Ameya Pawar,$500.00,15506,Jerome,Schain,10/21/2013
4526,01/01/2013,03/31/2013,02/14/2013,CITIZENS FOR JOE MOORE,$250.00,15505,William,Banks,10/21/2013
4617,07/01/2013,09/30/2013,07/23/2013,Alderman Joann Thompson,$1000.00,12806,David,Doig,10/23/2013
4540,07/01/2012,09/30/2012,07/16/2013,Citizens to Elect Willie B. Cochran,$500.00,11390,Yafawn,Smith,10/21/2013
4607,07/01/2013,09/30/2013,09/19/2013,Friends of Margaret Laurino,$250.00,15541,John,George,10/23/2013
4579,04/01/2013,06/30/2013,06/04/2013,Citizens for Cappleman,$250.00,15535,Graham,Grady,10/22/2013
4613,04/01/2013,06/30/2013,05/04/2013,Citizens for Munoz,$250.00,15542,John,George,10/23/2013
4721,10/01/2013,12/31/2013,12/02/2013,Matt Stewart,$0.00,10874,Gary,Engle,12/02/2013
4770,01/01/2013,03/31/2013,02/21/2013,Alderman Richard Mell,$300.00,16021,MICHAEL,KASPER,12/05/2013
4776,07/01/2013,09/30/2013,07/19/2013,Alderman Tom Tunney,$500.00,16021,MICHAEL,KASPER,12/05/2013
4743,04/01/2013,06/30/2013,05/28/2013,4th Ward Alderman Will Burns,$250.00,16001,Mara,Georges,12/04/2013
5050,10/01/2013,12/31/2013,12/18/2013,Alderman JoAnn Thompson,$500.00,15307,David,Dring,01/07/2014
5047,10/01/2013,12/31/2013,10/10/2013,Alderman Carrie Austin,$500.00,15307,David,Dring,01/07/2014
5202,10/01/2013,12/31/2013,10/01/2013,NONE,$0.00,11372,Bernard,Parisot,01/14/2014
5392,10/01/2013,12/31/2013,11/01/2013,Ald. Carrie Austin,$500.00,14401,John,Dunn,01/20/2014
4899,04/01/2013,06/30/2013,06/13/2013,The Burnham Committee,$400.00,16255,Samuel,Polsky,12/19/2013
4970,10/01/2013,12/31/2013,12/12/2013,Friends of JoAnn Thompson,$850.00,11390,Yafawn,Smith,12/30/2013
4967,10/01/2013,12/31/2013,11/07/2013,Friends of Natashia Holmes,$1500.00,11390,Yafawn,Smith,12/30/2013
4964,10/01/2013,12/31/2013,10/16/2013,Friends of Carrie Austin,$1000.00,11390,Yafawn,Smith,12/30/2013
4963,10/01/2013,12/31/2013,12/12/2013,Citizens for Chandler,$1000.00,11390,Yafawn,Smith,12/30/2013
4961,10/01/2013,12/31/2013,12/12/2013,Citizens to Elect LaTasha Thomas,$1500.00,11390,Yafawn,Smith,12/30/2013
4822,07/01/2013,09/30/2013,09/19/2013,25th Ward Regular Democratic Party,$100.00,16163,Carol,Stubblefield,12/16/2013
4842,04/01/2013,06/30/2013,06/04/2013,Alderman Will Burns,$150.00,16181,Danielle,Cassel,12/17/2013
4946,04/01/2013,06/30/2013,06/04/2013,Alderman Will Burns,$150.00,16327,Danielle,Cassel,12/23/2013
5291,10/01/2013,12/31/2013,12/23/2013,Friends of Ed Burke,$1500.00,14742,Gery,Chico,01/17/2014
5293,10/01/2013,12/31/2013,11/18/2013,Citizens for Scott Waugespack,$250.00,14742,Gery,Chico,01/17/2014
4890,04/01/2013,06/30/2013,05/16/2013,the Burnham Committee Legal Leaders Breakfast,$1500.00,16252,Mara,Georges,12/19/2013
